Country and Regions,Country and Regions Name,Country and Regions - RegionId,Indicators,Indicators Name,Scale,Units,1980
CPV,Cabo Verde,CV,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"24,28879723"
CPV,Cabo Verde,CV,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"95,27092787"
CPV,Cabo Verde,CV,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"98,14664977"
CPV,Cabo Verde,CV,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"13,38970295"
CPV,Cabo Verde,CV,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"84,75694682"
CPV,Cabo Verde,CV,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"38,01537576"
CPV,Cabo Verde,CV,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"25,69273706"
CPV,Cabo Verde,CV,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"12,3226387"
CPV,Cabo Verde,CV,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"15,51005714"
CPV,Cabo Verde,CV,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"60,83699909"
CPV,Cabo Verde,CV,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-12,55139495"
CPV,Cabo Verde,CV,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"45,78538135"
CPV,Cabo Verde,CV,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"58,3367763"
CPV,Cabo Verde,CV,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-8,01492355"
CPV,Cabo Verde,CV,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"29,23709536"
CPV,Cabo Verde,CV,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"37,25201891"
CPV,Cabo Verde,CV,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-70,98209901"
CPV,Cabo Verde,CV,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-45,32692175"
CPV,Cabo Verde,CV,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
CAF,Central African Republic,CF,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
CAF,Central African Republic,CF,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
CAF,Central African Republic,CF,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"730,0883704"
CAF,Central African Republic,CF,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"689,1920357"
CAF,Central African Republic,CF,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"867,6019709"
CAF,Central African Republic,CF,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"120,6929206"
CAF,Central African Republic,CF,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"746,9090503"
CAF,Central African Republic,CF,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"55,85005074"
CAF,Central African Republic,CF,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"49,30375923"
CAF,Central African Republic,CF,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"6,54629151"
CAF,Central African Republic,CF,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"201,0274485"
CAF,Central African Republic,CF,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"327,4329502"
CAF,Central African Republic,CF,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"125,8868248"
CAF,Central African Republic,CF,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"17,51223379"
CAF,Central African Republic,CF,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"108,3745911"
CAF,Central African Republic,CF,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"8,103699382"
CAF,Central African Republic,CF,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"7,153849243"
CAF,Central African Republic,CF,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"0,9498501391"
CAF,Central African Republic,CF,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"29,16856813"
CAF,Central African Republic,CF,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"47,50968282"
CAF,Central African Republic,CF,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-58,52403928"
CAF,Central African Republic,CF,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"119,094342"
CAF,Central African Republic,CF,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"177,6183813"
CAF,Central African Republic,CF,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-8,491688273"
CAF,Central African Republic,CF,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"17,28028413"
CAF,Central African Republic,CF,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"25,7719724"
CAF,Central African Republic,CF,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-120,7067505"
CAF,Central African Republic,CF,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-17,51424048"
CAF,Central African Republic,CF,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
TCD,Chad,TD,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
TCD,Chad,TD,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
TCD,Chad,TD,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"686,1695783"
TCD,Chad,TD,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"738,3545891"
TCD,Chad,TD,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"1120,099805"
TCD,Chad,TD,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"42,47730005"
TCD,Chad,TD,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"1077,622505"
TCD,Chad,TD,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"124,492909"
TCD,Chad,TD,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"114,7050269"
TCD,Chad,TD,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"9,787882191"
TCD,Chad,TD,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"232,2683051"
TCD,Chad,TD,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"443,8559019"
TCD,Chad,TD,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"151,7021526"
TCD,Chad,TD,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"5,752967568"
TCD,Chad,TD,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"145,949185"
TCD,Chad,TD,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"16,86085668"
TCD,Chad,TD,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"15,53522231"
TCD,Chad,TD,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"1,325634368"
TCD,Chad,TD,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"31,45755557"
TCD,Chad,TD,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"60,11419289"
TCD,Chad,TD,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-23,11321944"
TCD,Chad,TD,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,0
TCD,Chad,TD,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"23,11321944"
TCD,Chad,TD,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-3,130368495"
TCD,Chad,TD,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,0
TCD,Chad,TD,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"3,130368495"
TCD,Chad,TD,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-3,1"
TCD,Chad,TD,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-0,4198524728"
TCD,Chad,TD,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
COM,Comoros,KM,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
COM,Comoros,KM,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
COM,Comoros,KM,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"139,3636222"
COM,Comoros,KM,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"135,4830863"
COM,Comoros,KM,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"139,9101782"
COM,Comoros,KM,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"38,35874566"
COM,Comoros,KM,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"101,5514326"
COM,Comoros,KM,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"39,59582674"
COM,Comoros,KM,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"7,225334264"
COM,Comoros,KM,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"32,37049248"
COM,Comoros,KM,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"14,76188551"
COM,Comoros,KM,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"58,7705836"
COM,Comoros,KM,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"103,2676343"
COM,Comoros,KM,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"28,31257147"
COM,Comoros,KM,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"74,95506287"
COM,Comoros,KM,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"29,22566042"
COM,Comoros,KM,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"5,333015699"
COM,Comoros,KM,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"23,89264472"
COM,Comoros,KM,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"10,8957405"
COM,Comoros,KM,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"43,37853911"
COM,Comoros,KM,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-21,6893068"
COM,Comoros,KM,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"29,98932878"
COM,Comoros,KM,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"51,67863557"
COM,Comoros,KM,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-16,00886677"
COM,Comoros,KM,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"22,13510895"
COM,Comoros,KM,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"38,14397573"
COM,Comoros,KM,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-2,447891563"
COM,Comoros,KM,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-1,80678757"
COM,Comoros,KM,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
ZAR,"Congo, Dem. Rep.",CD,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
ZAR,"Congo, Dem. Rep.",CD,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
ZAR,"Congo, Dem. Rep.",CD,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"7207,596197"
ZAR,"Congo, Dem. Rep.",CD,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"15474,09746"
ZAR,"Congo, Dem. Rep.",CD,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"12943,472"
ZAR,"Congo, Dem. Rep.",CD,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"1204,608797"
ZAR,"Congo, Dem. Rep.",CD,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"11738,8632"
ZAR,"Congo, Dem. Rep.",CD,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"1433,241526"
ZAR,"Congo, Dem. Rep.",CD,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"2872,095949"
ZAR,"Congo, Dem. Rep.",CD,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"-1438,854423"
ZAR,"Congo, Dem. Rep.",CD,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"2372,065222"
ZAR,"Congo, Dem. Rep.",CD,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"2353,84626"
ZAR,"Congo, Dem. Rep.",CD,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"83,64605452"
ZAR,"Congo, Dem. Rep.",CD,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"7,784678882"
ZAR,"Congo, Dem. Rep.",CD,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"75,86137564"
ZAR,"Congo, Dem. Rep.",CD,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"9,262197873"
ZAR,"Congo, Dem. Rep.",CD,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"18,5606686"
ZAR,"Congo, Dem. Rep.",CD,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"-9,298470725"
ZAR,"Congo, Dem. Rep.",CD,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"15,32926381"
ZAR,"Congo, Dem. Rep.",CD,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"15,21152536"
ZAR,"Congo, Dem. Rep.",CD,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-65,00398637"
ZAR,"Congo, Dem. Rep.",CD,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"1643,043667"
ZAR,"Congo, Dem. Rep.",CD,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"1708,047654"
ZAR,"Congo, Dem. Rep.",CD,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-0,4200825704"
ZAR,"Congo, Dem. Rep.",CD,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"10,61802584"
ZAR,"Congo, Dem. Rep.",CD,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"11,03810841"
ZAR,"Congo, Dem. Rep.",CD,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"-253,8497723"
ZAR,"Congo, Dem. Rep.",CD,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"-1,640481927"
ZAR,"Congo, Dem. Rep.",CD,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
COG,"Congo, Rep.",CG,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,0
COG,"Congo, Rep.",CG,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,0
COG,"Congo, Rep.",CG,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,"1585,706392"
COG,"Congo, Rep.",CG,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,"2083,219669"
COG,"Congo, Rep.",CG,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,"1097,600767"
COG,"Congo, Rep.",CG,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,"300,077092"
COG,"Congo, Rep.",CG,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,"797,5236746"
COG,"Congo, Rep.",CG,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,"610,0937422"
COG,"Congo, Rep.",CG,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,"130,6094268"
COG,"Congo, Rep.",CG,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,"479,4843154"
COG,"Congo, Rep.",CG,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,"1023,764751"
COG,"Congo, Rep.",CG,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,"1025,657982"
COG,"Congo, Rep.",CG,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,"52,68771138"
COG,"Congo, Rep.",CG,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,"14,40448631"
COG,"Congo, Rep.",CG,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,"38,28322507"
COG,"Congo, Rep.",CG,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,"29,28609744"
COG,"Congo, Rep.",CG,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,"6,269594549"
COG,"Congo, Rep.",CG,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,"23,01650289"
COG,"Congo, Rep.",CG,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,"49,14338927"
COG,"Congo, Rep.",CG,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,"49,23426932"
COG,"Congo, Rep.",CG,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,"-17,83040537"
COG,"Congo, Rep.",CG,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,"327,4881809"
COG,"Congo, Rep.",CG,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,"345,3185863"
COG,"Congo, Rep.",CG,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,"-0,8559061549"
COG,"Congo, Rep.",CG,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,"15,72029036"
COG,"Congo, Rep.",CG,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,"16,57619652"
COG,"Congo, Rep.",CG,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,"375,1715266"
COG,"Congo, Rep.",CG,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,"18,00921584"
COG,"Congo, Rep.",CG,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,0
